step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
282,CASH_OUT,381539.06,C1505891263,190629.63,0.0,C905080471,1153143.84,1534682.9,0,0
726,TRANSFER,316882.94,C1238333344,316882.94,0.0,C1708390598,0.0,0.0,1,0
166,TRANSFER,1803411.53,C660401037,1803411.53,0.0,C1657963478,0.0,0.0,1,0
177,CASH_IN,23140.1,C1553538321,0.0,23140.1,C929302390,290819.43,267679.33,0,0
346,DEBIT,880.54,C841218569,19937.0,19056.46,C803902915,88269.0,89149.54,0,0
229,PAYMENT,25123.1,C1074803495,0.0,0.0,M280025605,0.0,0.0,0,0
375,PAYMENT,8177.77,C1632000263,205310.0,197132.23,M500478476,0.0,0.0,0,0
379,PAYMENT,5274.77,C331179940,6009.0,734.23,M850283469,0.0,0.0,0,0
119,PAYMENT,8292.6,C2066359052,554672.0,546379.4,M2143756880,0.0,0.0,0,0
228,CASH_OUT,325851.6,C226372661,3440.0,0.0,C1623348097,48992.3,374843.9,0,0
9,PAYMENT,56277.8,C1870899285,166682.13,110404.33,M35554110,0.0,0.0,0,0
256,PAYMENT,9500.08,C677597291,585.0,0.0,M197974064,0.0,0.0,0,0
229,CASH_OUT,83761.49,C1410511317,106870.0,23108.51,C1129953907,732657.29,816418.78,0,0
336,PAYMENT,10657.4,C466327389,21075.0,10417.6,M287627869,0.0,0.0,0,0
397,CASH_OUT,45801.78,C1769893236,0.0,0.0,C1453518795,1745089.02,1790890.8,0,0
332,CASH_IN,150157.02,C208754665,3915784.2,4065941.22,C1782378551,223696.8,60211.93,0,0
548,CASH_OUT,126431.61,C956623325,126431.61,0.0,C143103274,1089215.22,1215646.84,1,0
302,PAYMENT,24267.52,C207813035,3591.0,0.0,M1553008954,0.0,0.0,0,0
43,PAYMENT,19901.16,C698228463,50263.0,30361.84,M201946972,0.0,0.0,0,0
280,CASH_IN,143885.3,C1038456125,103416.0,247301.3,C1673074695,12271.95,0.0,0,0
183,CASH_IN,287164.36,C1580800916,182.0,287346.36,C647425969,0.0,0.0,0,0
323,CASH_OUT,152830.96,C26755464,63066.0,0.0,C1668747193,21334.25,174165.21,0,0
230,CASH_IN,594266.34,C606846931,25985.0,620251.34,C484853416,990696.16,396429.83,0,0
484,CASH_OUT,26654.46,C473772146,26654.46,0.0,C1600956649,1575093.13,1601747.59,1,0
281,PAYMENT,10919.58,C1044180762,417477.0,406557.42,M1915206053,0.0,0.0,0,0
203,PAYMENT,5121.61,C1762224425,0.0,0.0,M538126621,0.0,0.0,0,0
350,PAYMENT,27545.37,C515933727,21549.0,0.0,M507920151,0.0,0.0,0,0
321,CASH_OUT,138620.76,C1856624924,0.0,0.0,C1179344045,2220371.41,2358992.17,0,0
255,CASH_OUT,104071.06,C361407825,0.0,0.0,C1596218095,622982.65,727053.71,0,0
157,PAYMENT,7061.95,C857626594,13574.0,6512.05,M2127705724,0.0,0.0,0,0
355,CASH_OUT,22123.3,C1235428429,0.0,0.0,C1087638474,6540066.19,6562189.5,0,0
202,PAYMENT,5503.03,C1181269764,162.0,0.0,M551102710,0.0,0.0,0,0
305,CASH_IN,83128.34,C767653997,1952138.14,2035266.48,C228193875,2063142.01,2232689.44,0,0
274,CASH_OUT,191408.49,C1284705569,0.0,0.0,C1516609597,1871015.38,2062423.87,0,0
227,CASH_OUT,125001.09,C464332084,245827.0,120825.91,C761620626,1105212.31,1230213.4,0,0
33,PAYMENT,44717.71,C1023266725,0.0,0.0,M1550835346,0.0,0.0,0,0
38,TRANSFER,401080.48,C1763703850,46041.55,0.0,C2002145994,580474.39,981554.87,0,0
299,CASH_IN,192674.68,C57217388,702313.6,894988.28,C2018221184,1364448.45,1171773.77,0,0
10,PAYMENT,24598.54,C586611825,19501.0,0.0,M466868281,0.0,0.0,0,0
40,CASH_OUT,44013.63,C894516272,342511.43,298497.81,C778005180,107252.77,151266.39,0,0
47,CASH_OUT,36532.84,C1588509166,36532.84,0.0,C1486240719,0.0,36532.84,1,0
204,PAYMENT,218.46,C725044906,0.0,0.0,M836215054,0.0,0.0,0,0
85,CASH_OUT,1440705.58,C1733056191,1440705.58,0.0,C1061971573,0.0,1440705.58,1,0
228,CASH_OUT,305391.34,C323773915,0.0,0.0,C1513765592,385849.04,691240.37,0,0
34,TRANSFER,399292.21,C1194910191,194383.73,0.0,C104263661,493956.44,893248.65,0,0
235,CASH_OUT,60424.26,C32369146,111047.0,50622.74,C231739222,21374.43,81798.69,0,0
640,CASH_OUT,1732090.28,C1842845711,1732090.28,0.0,C2019281736,998647.97,2730738.25,1,0
692,PAYMENT,1098.58,C551771932,41934.0,40835.42,M1881241194,0.0,0.0,0,0
392,TRANSFER,542393.87,C1019069883,542393.87,0.0,C899985464,0.0,0.0,1,0
239,PAYMENT,7215.59,C354886324,6243.28,0.0,M868732193,0.0,0.0,0,0
351,CASH_OUT,164668.29,C472192091,0.0,0.0,C213781208,1261872.06,1426540.35,0,0
187,CASH_IN,88294.73,C1266339200,14961451.06,15049745.79,C2146755572,202004.25,113709.51,0,0
633,CASH_OUT,125107.12,C1400028457,125107.12,0.0,C1683701941,0.0,125107.12,1,0
253,CASH_IN,82190.38,C146011476,21571849.64,21654040.03,C475345362,2846860.95,2764670.56,0,0
162,PAYMENT,9417.36,C533168223,0.0,0.0,M1092829641,0.0,0.0,0,0
155,CASH_OUT,47368.45,C1212411793,0.0,0.0,C2081648969,7020154.07,7067522.52,0,0
355,CASH_IN,214707.24,C760744902,29.0,214736.24,C1770354599,1335965.42,1121258.18,0,0
260,CASH_OUT,75859.71,C1003036327,0.0,0.0,C77410749,2469253.39,2545113.1,0,0
208,TRANSFER,534802.73,C760854,0.0,0.0,C1417423674,1061109.89,1595912.61,0,0
105,CASH_OUT,188854.39,C713573924,188854.39,0.0,C972572502,0.0,188854.39,1,0
184,CASH_OUT,373933.8,C844189323,100729.0,0.0,C1933182578,190017.94,563951.74,0,0
258,CASH_OUT,10978.74,C1525899611,0.0,0.0,C975536650,159976.21,170954.94,0,0
281,CASH_OUT,36713.12,C889530583,0.0,0.0,C16605006,1713949.5,1750662.62,0,0
210,CASH_IN,145863.56,C641633676,1871057.87,2016921.43,C1748313541,667306.3,521442.74,0,0
255,TRANSFER,427343.54,C208941117,0.0,0.0,C666408968,7253106.56,7680450.1,0,0
154,PAYMENT,21848.55,C978661432,2259.0,0.0,M1845907131,0.0,0.0,0,0
134,TRANSFER,1877903.66,C1853073967,0.0,0.0,C791098757,2289832.29,4167735.95,0,0
207,PAYMENT,1383.31,C1375893708,464.0,0.0,M616856358,0.0,0.0,0,0
356,CASH_OUT,151134.48,C820720051,0.0,0.0,C1478964694,843309.36,994443.84,0,0
325,CASH_IN,117564.42,C1987234918,7367676.35,7485240.77,C1168881368,34810845.26,34693280.84,0,0
370,PAYMENT,1800.08,C1383279596,6258.06,4457.99,M944977297,0.0,0.0,0,0
226,CASH_OUT,381141.96,C882563838,128526.0,0.0,C2112049102,3588253.97,3969395.93,0,0
263,PAYMENT,10801.24,C266683098,1988.83,0.0,M1285274411,0.0,0.0,0,0
351,PAYMENT,21246.99,C1188067831,2012.0,0.0,M1474119501,0.0,0.0,0,0
346,PAYMENT,7178.45,C1484531553,0.0,0.0,M237589261,0.0,0.0,0,0
8,CASH_OUT,71438.96,C1177684018,142.0,0.0,C918523964,0.0,118658.51,0,0
715,CASH_OUT,239674.34,C1201422430,49630.0,0.0,C539908993,0.0,239674.34,0,0
18,CASH_OUT,140266.95,C896636461,243570.19,103303.24,C7801771,1341586.22,1481853.17,0,0
639,CASH_OUT,349627.64,C432374768,349627.64,0.0,C1055938470,0.0,349627.64,1,0
400,PAYMENT,1628.46,C1989096309,0.0,0.0,M964309591,0.0,0.0,0,0
159,CASH_OUT,54152.0,C1781993941,30836.0,0.0,C237594516,6718983.76,6773135.76,0,0
41,PAYMENT,23540.75,C2038607789,380247.04,356706.29,M998571444,0.0,0.0,0,0
138,CASH_OUT,83826.18,C468532955,51293.0,0.0,C922564333,0.0,83826.18,0,0
396,CASH_IN,246672.95,C126916500,396813.93,643486.88,C490170296,3450892.33,3204219.38,0,0
372,CASH_IN,202957.73,C1663509648,1889796.08,2092753.81,C910646631,680000.7,477042.97,0,0
156,PAYMENT,9632.72,C1861329304,0.0,0.0,M57426521,0.0,0.0,0,0
135,CASH_OUT,693770.63,C1501070425,5055.0,0.0,C539599537,0.0,693770.63,0,0
380,CASH_IN,574790.62,C1414765077,1274706.21,1849496.83,C769593922,798742.18,223951.56,0,0
253,TRANSFER,1116504.21,C2103240644,0.0,0.0,C786116491,3070969.72,4187473.93,0,0
231,TRANSFER,8184.51,C128101301,0.0,0.0,C772160935,144066.05,152250.57,0,0
405,TRANSFER,10000000.0,C737314180,12740879.15,2740879.15,C790685338,0.0,0.0,1,0
254,CASH_IN,63396.89,C693844115,5027.0,68423.89,C479554945,867022.02,803625.13,0,0
206,CASH_IN,48930.05,C1012413429,18668.0,67598.05,C7502689,1191851.79,1142921.74,0,0
12,CASH_IN,59711.06,C491934204,10013570.44,10073281.5,C1933191609,145526.36,85815.3,0,0
590,PAYMENT,8292.11,C790279208,0.0,0.0,M136381010,0.0,0.0,0,0
202,CASH_IN,172122.24,C71465749,20869871.46,21041993.69,C380691971,512316.3,340194.06,0,0
723,CASH_OUT,128893.5,C1064690652,128893.5,0.0,C810812783,209908.87,338802.36,1,0
179,CASH_IN,204731.42,C2110871956,99259.0,303990.42,C247732967,330314.62,125583.2,0,0
380,CASH_OUT,81071.0,C1258832646,105863.0,24792.0,C2055701900,38378.27,119449.27,0,0
397,CASH_IN,61968.43,C368477242,4366326.23,4428294.66,C1078555178,2193399.51,2131431.08,0,0
675,TRANSFER,10000000.0,C1291955358,12772043.9,2772043.9,C285979005,0.0,0.0,1,0
565,TRANSFER,254947.37,C45849369,254947.37,0.0,C538038319,0.0,0.0,1,0
323,CASH_OUT,143582.14,C218244847,6907.71,0.0,C298513858,564236.52,707818.66,0,0
164,CASH_IN,230452.78,C1580749862,4112819.19,4343271.98,C1164239947,2170372.44,1939919.66,0,0
134,PAYMENT,28641.59,C1647733307,21867.0,0.0,M1655959734,0.0,0.0,0,0
258,CASH_IN,63070.94,C128498523,24375250.4,24438321.34,C1723554531,599612.77,536541.83,0,0
306,CASH_IN,152596.97,C254032500,72108.0,224704.97,C716844317,7386613.22,7234016.26,0,0
178,CASH_OUT,60386.32,C864976973,0.0,0.0,C241747389,82300.96,142687.28,0,0
6,CASH_OUT,13704.0,C1421965867,13704.0,0.0,C1438594533,3382.84,143675.35,1,0
12,TRANSFER,1575567.14,C1835781963,223286.18,0.0,C366508618,1838219.25,3413786.39,0,0
160,PAYMENT,3182.03,C74394262,206175.97,202993.93,M1433297146,0.0,0.0,0,0
10,PAYMENT,4517.57,C1588831157,0.0,0.0,M112835444,0.0,0.0,0,0
561,TRANSFER,1383818.98,C833791313,1383818.98,0.0,C586813963,0.0,0.0,1,0
323,PAYMENT,4752.44,C51990790,288343.74,283591.3,M1903951303,0.0,0.0,0,0
155,PAYMENT,26376.78,C588486097,124976.0,98599.22,M960023390,0.0,0.0,0,0
378,CASH_OUT,3714.38,C1572389457,6338.0,2623.62,C42191266,210449.01,214163.39,0,0
137,PAYMENT,37249.76,C906205601,246540.07,209290.31,M2095695135,0.0,0.0,0,0
14,CASH_OUT,130634.21,C1780094461,0.0,0.0,C1990582553,335543.17,466177.39,0,0
17,CASH_IN,233976.33,C473786091,20050.0,254026.33,C379183927,19140.75,103923.1,0,0
14,CASH_OUT,163058.86,C423957291,0.0,0.0,C1009631303,536505.17,699564.03,0,0
457,TRANSFER,173020.24,C202768349,173020.24,0.0,C568155079,0.0,0.0,1,0
163,CASH_OUT,109601.4,C1255608276,20502.0,0.0,C1241958191,1576642.43,1686243.82,0,0
471,CASH_IN,26960.6,C239323139,1854868.07,1881828.67,C1076862073,5417218.99,5390258.39,0,0
21,PAYMENT,5334.2,C773143864,63317.0,57982.8,M1472798696,0.0,0.0,0,0
683,CASH_OUT,34502.7,C1979899014,34502.7,0.0,C15770449,0.0,34502.7,1,0
256,CASH_IN,72095.19,C1690276777,1344489.91,1416585.1,C1972559625,2566130.44,2494035.25,0,0
356,CASH_IN,102037.77,C1339405407,3017622.51,3119660.28,C1427890364,1884425.88,1782388.1,0,0
14,PAYMENT,26114.44,C1259261730,21774.0,0.0,M1200124455,0.0,0.0,0,0
379,CASH_OUT,6471.07,C1792467181,450078.0,443606.93,C193034733,83135.7,89606.77,0,0
726,CASH_OUT,185529.91,C1721806534,185529.91,0.0,C878343259,0.0,185529.91,1,0
133,CASH_OUT,311103.66,C844013851,23903.0,0.0,C1221437503,991592.61,1151083.5,0,0
311,CASH_IN,120956.95,C200244786,10076740.45,10197697.39,C133691003,587477.47,466520.52,0,0
7,CASH_OUT,164.0,C1173659886,164.0,0.0,C1769947269,4068.0,0.0,1,0
161,CASH_OUT,538428.86,C1369254106,538428.86,0.0,C247089725,0.0,538428.86,1,0
65,TRANSFER,1282971.57,C1175896731,1282971.57,0.0,C1714931087,0.0,0.0,1,0
309,TRANSFER,206249.97,C1800171659,0.0,0.0,C1562501317,2044114.3,2250364.27,0,0
229,TRANSFER,1049238.1,C739008439,0.0,0.0,C149350822,4101678.48,5150916.58,0,0
11,CASH_IN,272084.57,C936980542,15077739.86,15349824.43,C1161865950,4866994.24,4594909.67,0,0
404,PAYMENT,7128.87,C66318826,239444.0,232315.13,M1880925341,0.0,0.0,0,0
324,TRANSFER,1433236.75,C1675919918,0.0,0.0,C418820796,3503802.4,4937039.14,0,0
571,CASH_OUT,69606.27,C1564289941,20531.0,0.0,C1648752922,245079.62,314685.89,0,0
231,CASH_OUT,137955.33,C209419910,0.0,0.0,C1202666455,3865694.87,4003650.2,0,0
131,CASH_IN,172236.18,C61013620,16068775.46,16241011.64,C1522224176,4233822.39,4061586.21,0,0
217,PAYMENT,837.85,C1191184678,384.0,0.0,M19544850,0.0,0.0,0,0
252,CASH_OUT,246626.75,C635499650,0.0,0.0,C996647898,1110776.11,1357402.86,0,0
211,PAYMENT,11023.95,C1264985226,30410.0,19386.05,M1903175594,0.0,0.0,0,0
348,PAYMENT,5135.08,C1245503338,1448.21,0.0,M1418154472,0.0,0.0,0,0
211,TRANSFER,421090.1,C1456981215,0.0,0.0,C496913202,919097.5,1340187.6,0,0
277,PAYMENT,33527.72,C526763326,22697.0,0.0,M343075397,0.0,0.0,0,0
535,CASH_OUT,72878.02,C1080600836,72878.02,0.0,C1836993798,55093.16,127971.18,1,0
184,CASH_OUT,561560.6,C2053561497,54133.0,0.0,C927588785,272408.4,833969.0,0,0
356,PAYMENT,14921.9,C1331311495,10212.84,0.0,M1820696974,0.0,0.0,0,0
524,PAYMENT,1790.97,C901600942,11670.0,9879.03,M1940490884,0.0,0.0,0,0
361,TRANSFER,1276300.86,C602426084,1276300.86,0.0,C391051128,0.0,0.0,1,0
692,TRANSFER,24130.29,C2012462893,0.0,0.0,C1591900994,7319694.0,7343824.28,0,0
34,TRANSFER,486775.64,C1061088124,0.0,0.0,C322537546,1061548.07,1548323.71,0,0
185,CASH_OUT,320530.57,C1055504880,656.0,0.0,C1569029638,379061.52,699592.09,0,0
283,CASH_OUT,44189.37,C1204210517,52039.0,7849.63,C435310719,279626.95,323816.31,0,0
201,CASH_OUT,55623.66,C578853098,0.0,0.0,C240457471,1000339.65,1055963.3,0,0
531,TRANSFER,4791.06,C923057067,4791.06,0.0,C247187997,0.0,0.0,1,0
356,TRANSFER,7360.15,C854622383,7360.15,0.0,C1455552961,0.0,0.0,1,0
353,TRANSFER,174566.53,C1993094343,174566.53,0.0,C639161653,0.0,0.0,1,0
304,PAYMENT,28560.88,C354333149,0.0,0.0,M264817050,0.0,0.0,0,0
397,CASH_OUT,2107997.33,C1471805107,2107997.33,0.0,C719805094,0.0,2107997.33,1,0
18,PAYMENT,14474.08,C190241389,511895.82,497421.74,M1022005660,0.0,0.0,0,0
283,PAYMENT,28674.55,C1346754997,295981.74,267307.19,M1963383855,0.0,0.0,0,0
278,CASH_OUT,89303.18,C1076967657,89303.18,0.0,C1033435572,131088.75,220391.93,1,0
206,CASH_OUT,270478.21,C212904743,0.0,0.0,C237173712,423881.89,694360.09,0,0
178,CASH_OUT,99601.21,C1467115120,56676.0,0.0,C657549866,0.0,99601.21,0,0
283,PAYMENT,15788.56,C1628182902,384334.0,368545.44,M1727795878,0.0,0.0,0,0
682,TRANSFER,64557.77,C832155685,64557.77,0.0,C92914584,0.0,0.0,1,0
354,TRANSFER,31620.66,C1757686579,0.0,0.0,C59156882,399004.03,430624.68,0,0
550,TRANSFER,142999.78,C581219077,3515.0,0.0,C1850651313,0.0,142999.78,0,0
561,CASH_OUT,285294.11,C1241779064,285294.11,0.0,C1539330075,181588.17,466882.27,1,0
348,TRANSFER,26363.02,C241089781,267040.44,240677.43,C1441378585,714698.89,741061.91,0,0
312,CASH_OUT,134383.84,C655782193,134383.84,0.0,C1483980714,1034013.27,1168397.11,1,0
658,CASH_OUT,120582.86,C247557474,120582.86,0.0,C1026686567,322996.71,443579.57,1,0
384,PAYMENT,3666.59,C1049448621,2353.0,0.0,M1860329838,0.0,0.0,0,0
178,CASH_IN,88369.78,C659425856,6099364.25,6187734.03,C1119728817,460040.51,371670.73,0,0
333,CASH_OUT,170749.68,C704781069,0.0,0.0,C105755913,412258.51,583008.19,0,0
102,CASH_OUT,46081.45,C156864267,46081.45,0.0,C1721637972,379334.45,425415.9,1,0
321,TRANSFER,4453766.85,C142365797,181067.16,0.0,C502691160,7161737.44,11615504.29,0,0
134,CASH_IN,103077.43,C418737047,4607153.62,4710231.05,C1669697827,1116430.25,1013352.83,0,0
158,CASH_IN,247473.25,C1030335746,1589543.38,1837016.63,C1648132374,2361966.8,2114493.55,0,0
350,PAYMENT,12637.2,C2143160889,20232.0,7594.8,M712514413,0.0,0.0,0,0
235,CASH_OUT,193567.6,C936609972,0.0,0.0,C589835279,1366101.22,1559668.81,0,0
469,TRANSFER,245106.78,C568285041,245106.78,0.0,C867659609,0.0,0.0,1,0
537,TRANSFER,2463190.9,C1545516958,2463190.9,0.0,C121750661,0.0,0.0,1,0
394,PAYMENT,45680.72,C1260026922,0.0,0.0,M661003987,0.0,0.0,0,0
187,PAYMENT,1195.02,C1263705110,29.0,0.0,M1217657813,0.0,0.0,0,0
380,CASH_OUT,111260.24,C1442472777,11161.0,0.0,C1946516629,619211.35,730471.6,0,0
178,CASH_OUT,267260.39,C1888418442,251867.97,0.0,C1946150825,669820.4,937080.79,0,0
565,CASH_OUT,50810.81,C111534012,0.0,0.0,C192089116,157942.06,208752.88,0,0
34,PAYMENT,2981.38,C1877582767,513144.8,510163.42,M995388140,0.0,0.0,0,0
87,CASH_OUT,1083860.21,C202343880,1083860.21,0.0,C1389958255,0.0,1083860.21,1,0
518,CASH_IN,518230.65,C1514431156,2602200.92,3120431.57,C1844832804,937632.55,419401.91,0,0
184,CASH_OUT,283000.78,C2045026892,0.0,0.0,C1760966365,648645.04,931645.82,0,0
330,CASH_IN,372665.89,C1610371527,5013253.83,5385919.72,C1062000386,435843.04,63177.15,0,0
133,CASH_OUT,16274.51,C1372185413,16274.51,0.0,C128567298,44245.22,60519.73,1,0
36,CASH_OUT,340523.48,C1956019049,1307.0,0.0,C675707517,189629.77,530153.25,0,0
180,CASH_IN,96048.95,C153542176,16155.0,112203.95,C966317551,114867.8,18818.85,0,0
371,CASH_IN,37065.82,C959821510,364.0,37429.82,C460237564,3932088.2,3895022.38,0,0
461,CASH_OUT,1464614.79,C1138281794,1464614.79,0.0,C1873232780,0.0,1464614.79,1,0
251,PAYMENT,16840.4,C116882798,1715.0,0.0,M1483065941,0.0,0.0,0,0
258,CASH_OUT,192687.46,C473682907,32230.21,0.0,C25519661,831439.16,1024126.62,0,0
509,CASH_OUT,2656973.04,C759396393,2656973.04,0.0,C899155690,654028.45,3311001.49,1,0
140,CASH_IN,207613.75,C1946084893,50720.0,258333.75,C1853763249,42430.33,0.0,0,0
550,CASH_OUT,16775.27,C354934816,13068.0,0.0,C994138383,225542.66,242317.92,0,0
181,CASH_IN,40409.47,C198064603,3405992.94,3446402.41,C2047561971,446467.95,406058.48,0,0
325,PAYMENT,16985.52,C1549653655,80558.81,63573.3,M623849277,0.0,0.0,0,0
252,PAYMENT,45456.92,C198557458,20470.0,0.0,M1321046205,0.0,0.0,0,0
283,PAYMENT,6106.87,C5458811,0.0,0.0,M523832817,0.0,0.0,0,0
263,CASH_OUT,273408.94,C243815922,273408.94,0.0,C227208955,0.0,273408.94,1,0
351,CASH_OUT,278922.97,C1237526256,31386.0,0.0,C637809016,0.0,278922.97,0,0
635,TRANSFER,182739.36,C1687063682,182739.36,0.0,C451391923,0.0,0.0,1,0
10,CASH_IN,229473.6,C109976529,4794728.75,5024202.36,C772406271,5232550.04,5303554.83,0,0
42,CASH_OUT,36359.57,C1257654035,36359.57,0.0,C334259414,20206.65,56566.22,1,0
180,CASH_OUT,168475.59,C1830162671,32897.0,0.0,C147557529,350235.47,518711.06,0,0
313,PAYMENT,28070.53,C672055490,168.0,0.0,M1395003225,0.0,0.0,0,0
21,CASH_IN,193055.83,C118476736,3370166.51,3563222.33,C1143356945,2271825.63,2078769.8,0,0
178,CASH_OUT,92485.4,C1506576777,411.0,0.0,C1552999158,2263434.14,2355919.54,0,0
42,CASH_OUT,287658.7,C82552082,12735.67,0.0,C1891405124,394163.57,681822.26,0,0
189,CASH_OUT,130944.3,C1622520195,14083.84,0.0,C2123026136,1499270.3,1630214.6,0,0
546,CASH_OUT,99656.93,C387067753,99656.93,0.0,C258696334,0.0,99656.93,1,0
656,CASH_OUT,5349.74,C379668471,5349.74,0.0,C1699960133,585780.87,591130.61,1,0
15,PAYMENT,16800.02,C271940337,0.0,0.0,M2008845727,0.0,0.0,0,0
280,PAYMENT,22630.42,C1663889536,11555.2,0.0,M58097374,0.0,0.0,0,0
45,PAYMENT,6584.32,C151964647,72951.0,66366.68,M119269855,0.0,0.0,0,0
182,CASH_IN,173645.19,C2043498611,39635.0,213280.19,C1450471800,0.0,0.0,0,0
564,CASH_OUT,343809.13,C1120599818,82493.0,0.0,C490037190,831285.87,1175095.0,0,0
255,PAYMENT,10172.75,C966642366,15975.0,5802.25,M941100199,0.0,0.0,0,0
227,CASH_OUT,210.92,C332921972,210.92,0.0,C814473635,3437310.4,3437521.31,1,0
307,CASH_OUT,270732.45,C1470106432,0.0,0.0,C1198822986,1051208.09,1321940.53,0,0
228,CASH_IN,176373.92,C1750502882,2709746.82,2886120.74,C1018466821,278247.74,101873.82,0,0
395,TRANSFER,830704.02,C1034594827,0.0,0.0,C235389256,2359795.47,3190499.49,0,0
15,CASH_IN,28136.67,C686638172,3015337.04,3043473.71,C770370940,633726.0,461863.19,0,0
208,CASH_IN,43558.04,C474651909,1119364.28,1162922.32,C865874986,334116.11,290558.07,0,0
312,PAYMENT,5088.96,C1095225435,100066.0,94977.04,M620845093,0.0,0.0,0,0
162,PAYMENT,86.02,C546106888,0.0,0.0,M1187378656,0.0,0.0,0,0
322,TRANSFER,2315624.88,C1698242544,49803.0,0.0,C1276999507,0.0,2315624.88,0,0
644,PAYMENT,15139.34,C1243629730,99952.0,84812.66,M1148319321,0.0,0.0,0,0
166,PAYMENT,4128.35,C1184798067,189427.0,185298.65,M1199859737,0.0,0.0,0,0
157,CASH_OUT,323650.7,C372277267,35110.0,0.0,C1518793420,546285.84,869936.54,0,0
184,TRANSFER,362643.0,C376973914,0.0,0.0,C453004446,3782388.27,4145031.28,0,0
68,CASH_OUT,5800988.12,C1232837961,5800988.12,0.0,C1664538299,0.0,5800988.12,1,0
281,PAYMENT,8956.31,C1191242715,70159.0,61202.69,M351123842,0.0,0.0,0,0
691,TRANSFER,1518718.03,C933837794,1518718.03,0.0,C1981005862,0.0,0.0,1,0
366,TRANSFER,500003.56,C342198691,500003.56,0.0,C87161857,0.0,0.0,1,0
301,CASH_IN,109976.16,C782079719,729.0,110705.16,C945274400,1674778.81,1564802.65,0,0
403,CASH_OUT,34136.85,C539901041,42307.28,8170.43,C1867547948,727147.62,761284.46,0,0
376,CASH_IN,116074.08,C891671416,2078009.99,2194084.06,C191065465,1185255.48,1069181.4,0,0
297,CASH_OUT,287193.77,C1792668517,0.0,0.0,C1981355984,1906431.22,2193624.99,0,0
163,CASH_OUT,28696.92,C1417491687,0.0,0.0,C459516218,44123.0,0.0,0,0
229,PAYMENT,10265.5,C1308579725,0.0,0.0,M1723352745,0.0,0.0,0,0
42,CASH_OUT,148467.8,C1414686002,0.0,0.0,C2080838791,2178475.55,2326943.35,0,0
299,CASH_OUT,103915.56,C1679479417,0.0,0.0,C805544949,345927.58,468314.49,0,0
182,CASH_OUT,42906.75,C1169472528,14817.0,0.0,C499641603,0.0,42906.75,0,0
628,CASH_OUT,385207.12,C220460934,385207.12,0.0,C475338087,0.0,385207.12,1,0
203,PAYMENT,11557.04,C705359356,16649.0,5091.96,M1692070895,0.0,0.0,0,0
57,TRANSFER,1014816.16,C550185181,1014816.16,0.0,C1007032757,0.0,0.0,1,0
136,CASH_OUT,472260.9,C2046243036,0.0,0.0,C1533328386,1211594.2,1683855.11,0,0
401,TRANSFER,2253757.13,C1809866206,5934.0,0.0,C2012169973,1008095.29,3261852.42,0,0
261,CASH_IN,19246.64,C400682207,2847500.52,2866747.16,C1063764224,294543.95,275297.31,0,0
39,PAYMENT,20251.11,C1984369822,23328.16,3077.04,M686212224,0.0,0.0,0,0
667,CASH_OUT,429257.45,C1101793112,429257.45,0.0,C254695066,0.0,429257.45,1,0
10,CASH_OUT,624734.32,C1832872262,100611.0,0.0,C1743229382,76212.6,707297.59,0,0
158,PAYMENT,11729.52,C590998168,0.0,0.0,M1988772626,0.0,0.0,0,0
158,PAYMENT,468.09,C613543697,150889.7,150421.61,M1895493929,0.0,0.0,0,0
43,CASH_OUT,32460.33,C795207259,4398.0,0.0,C2025830734,105388.91,0.0,0,0
178,PAYMENT,1671.58,C1698171533,29472.38,27800.8,M880674505,0.0,0.0,0,0
153,CASH_OUT,35759.58,C205139808,0.0,0.0,C879923064,80201.0,0.0,0,0
253,CASH_OUT,532065.43,C1616042422,19580.0,0.0,C538205215,0.0,532065.43,0,0
127,CASH_OUT,829012.31,C954045856,829012.31,0.0,C1422327407,0.0,829012.31,1,0
214,TRANSFER,106434.23,C70399641,106434.23,0.0,C490606364,0.0,0.0,1,0
26,CASH_OUT,1646181.09,C441238852,1646181.09,0.0,C2059240998,220025.2,1866206.29,1,0
330,CASH_OUT,120125.14,C997574179,0.0,0.0,C948534673,368399.91,488525.05,0,0
163,PAYMENT,1004.48,C1571830681,0.0,0.0,M1141428878,0.0,0.0,0,0
354,PAYMENT,7305.43,C2056717998,27703.31,20397.88,M1879168063,0.0,0.0,0,0
686,CASH_OUT,1411271.23,C326865678,1411271.23,0.0,C445084724,579602.96,1990874.19,1,0
721,CASH_OUT,23639.56,C427738422,23639.56,0.0,C950599910,140063.53,163703.1,1,0
21,CASH_OUT,151144.2,C1379409502,21131.0,0.0,C1199889392,334035.4,485179.6,0,0
346,CASH_IN,113326.57,C1915553472,746.0,114072.57,C1179524023,153521.3,40194.73,0,0
521,TRANSFER,525155.79,C66538497,525155.79,0.0,C586669216,0.0,0.0,1,0
40,CASH_OUT,215216.52,C774704863,11124.0,0.0,C1590944802,0.0,215216.52,0,0
400,PAYMENT,15498.6,C1184330282,0.0,0.0,M915837078,0.0,0.0,0,0
322,PAYMENT,2708.39,C2025290904,111804.16,109095.76,M1097774734,0.0,0.0,0,0
157,CASH_OUT,329600.4,C908223069,0.0,0.0,C1444273011,948590.5,1278190.9,0,0
